tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
58244	Upside Down	Two worlds. One future.	2012-09-27	104	Romance Sci-Fi Drama Fantasy 	In an alternate universe where twinned worlds have opposite gravities.. a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?	/7JBkDmi9LNf9pnQsJnJvgwpbAzX.jpg	/vVZwOnovnXT0IUvXmc5J07x5hbw.jpg	3veONCcRWbw 
458723	Us	Watch yourself	2019-03-14	116	Thriller Horror Mystery 	Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends.. their serenity turns to tension and chaos when some shocking visitors arrive uninvited.	/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg	/ADJ6V8W96It4KElY2SPZvkKPBR.jpg	KceZ8KfUIIE hNCmb-4oXJA lKuvOrCmFTY axWdqTw66sI 
752	V for Vendetta	People should not be afraid of their governments. Governments should be afraid of their people.	2006-02-23	127	Action Thriller Fantasy 	In a world in which Great Britain has become a fascist state.. a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police.. he finds in her an ally with whom he can continue his fight to free the people of Britain.	/kxekpqZUpO5W65QT12goucFvyx9.jpg	/cKMZqcYKMvuoESDa8O5NMojdmfL.jpg	ZR5xUl2Suew 
32856	Valentine's Day	A Love Story. More or Less.	2010-02-10	125	Comedy Romance 	More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together.. but each relationship will sputter. A grade-school boy wants flowers for his first true love. Two high school seniors plan first-time sex at noon. A TV sports reporter gets the assignment to find romance in LA. A star quarterback contemplates his future. Two strangers meet on a plane. Grandparents.. together for years.. face a crisis. An 'I Hate Valentine's Day' dinner beckons the lonely and the lied to.	/qOTcfD2DdnOTmhH0r1TOE09VvNh.jpg	/8f1VuWC6NVVJZgdielROEjCmI1N.jpg	JA2z8rHk8k0 
339964	Valerian and the City of a Thousand Planets	A universe without boundaries needs heroes without limits.	2017-07-20	127	Adventure Sci-Fi Action 	In the 28th century.. Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense.. the two undertake a mission to Alpha.. an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge.. intelligence.. and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets.. and Valerian and Laureline must race to identify the menace and safeguard not just Alpha.. but the future of the universe.	/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg	/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg	_shrCoqWh9k BASgoRz72R0 
2253	Valkyrie	Many saw evil. They dared to stop it.	2008-12-25	121	Drama Thriller History War 	Wounded in Africa during World War II.. Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player.. he finds himself tasked with both leading the coup and personally killing the Führer.	/tEKLbqwHp9H1XudTaPhPJzlwVB2.jpg	/1OVR0TSIdAonGh5YSUxt184Zgp6.jpg	FHtCaVtryiE m_1UrKgvKb0 2gx8Sx8Ushk oYBR82wSQxY 
1903	Vanilla Sky	Forget everything you know.. and open your eyes.	2001-01-22	127	Romance Sci-Fi Fantasy Drama Thriller 	David Aames has it all: wealth.. good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia.. his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality.. between life and death.. are blurred.	/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg	/wwLufumafJojc59hgIamHyJSTO9.jpg	BOFHvI5Rob8 
335983	Venom	The world has enough Superheroes.	2018-09-28	112	Sci-Fi Action 	Investigative journalist Eddie Brock attempts a comeback following a scandal.. but accidentally becomes the host of Venom.. a violent.. super powerful alien symbiote. Soon.. he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.	/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg	/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg	dzxFdtWmjto MDR3bfmzV8c u9Mv98Gr5pY xLCn88bfW1o 
429197	Vice	The Untold True Story That Changed The Course Of History	2018-12-25	127	Drama History Comedy 	George W. Bush picks Dick Cheney.. the CEO of Halliburton Co... to be his Republican running mate in the 2000 presidential election. No stranger to politics.. Cheney's impressive résumé includes stints as White House chief of staff.. House Minority Whip and defense secretary. When Bush wins by a narrow margin.. Cheney begins to use his newfound power to help reshape the country and the world.	/1gCab6rNv1r6V64cwsU4oEr649Y.jpg	/n49difnnZ8e0CZTvulnMRoURdQj.jpg	g09a9laLh0k Tl-JuKitdCo 
228066	Victor Frankenstein	Discover the origin of the monster and his creation.	2015-11-10	109	Drama Sci-Fi Thriller 	Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.	/1spNsnJ9UTqShChGd2ei1gKTacr.jpg	/f6uydDk9lUSdkmnSOnajavX7bVQ.jpg	7pxZxY_Siyc 
263614	Virunga	Conservation is war	2014-11-07	90	Documentary War 	Virunga in the Democratic Republic of the Congo is Africa’s oldest national park.. a UNESCO world heritage site.. and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle.. Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage.. and anchored by the surprisingly deep and gentle characters of the gorillas themselves.. Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.	/b59YdJZyRUu04hnWdmmz4kPjbTF.jpg	/pmhPTJnEJhvvZhK92cfCpnE3TqZ.jpg	92226142
33909	Wall Street: Money Never Sleeps	Gordon never gives up.	2010-09-02	127	Drama Crime 	As the global economy teeters on the brink of disaster.. a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom.. and to find out who was responsible for the death of the young trader's mentor.	/bH8gpZZSoAwV2T8QtufdkFTorxB.jpg	/oPJCd9s50FydycrTrS6y791iv3c.jpg	q7j8leLG8fc 
10681	WALL·E	After 700 years of doing what he was built for.. he'll discover what he was meant for.	2008-06-22	98	Animation Family Sci-Fi 	WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess.. but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot.. WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.	/3g8vyePqVatTaUSnrNnrrwguhxM.jpg	/ai2FicMUxLCurVkjtYdSvVDWRmS.jpg	8-_9n5DtKOc 
8909	Wanted	Choose your destiny.	2008-06-19	110	Action Thriller Crime 	Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society.. he hones his innate killing skills and turns avenger.	/rTvUr2ESdZ1Ht5zNbgUNmNEHyUT.jpg	/qqhzXiNyCotzJdyEbi41EtzYYYI.jpg	q9Mr-iYZRZk 
308266	War Dogs	An American dream	2016-08-17	114	Comedy Crime Drama 	Based on the true story of two young men.. David Packouz and Efraim Diveroli.. who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.	/mDcPRjZC1bb6LavFU3gwsWdVfCM.jpg	/oNoprEND25zXR6Fns8cIZUkuoMc.jpg	Rwh9c_E3dJk KWs5qnZnhfo 
281338	War for the Planet of the Apes	For freedom. For family. For the planet.	2017-07-11	127	Drama Sci-Fi War 	Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses.. Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face.. Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.	/ijQHiImv16vNSeZQsmih04kwn0C.jpg	/w22CTHxmdAsUrXRbCQt4gOSOD6E.jpg	UEP1Mk6Un98 hHUBpMznFJI JDcAlo8i2y8 qxjPjPzQ1iU dgxBI_X1vGY vm7vE9ujNYs X6x-QSinrUU f_Q-R2gICco ThXG-Kq-RkQ h5XQq1ulspc 1TxqmlIv1Iw NeZ8BQBl8NA wWNk3COVNS4 FCy9A-nfj24 yDBFrQvfGlQ 
57212	War Horse	Separated by War. Tested by Battle. Bound by Friendship.	2011-12-25	127	Drama War Action 	Follows a young man named Albert and his horse.. Joey.. and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist.. Albert heads to France to save his friend.	/7KHz6JlJhrFAPesmUkgdnLrSr8Y.jpg	/64YOcrslrijllDRCpQvXkSKvXQV.jpg	d6Ru9Y9Xwjg -YWLI-BwbCQ TPn85CM4bM4 kEhmx28Tbek 
354287	War Machine	We're gonna liberate the sh** out of you.	2017-05-26	122	Comedy Drama War 	A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.	/zGlzlzms2vN5vSFVMWuknu7XGXP.jpg	/eQsellX1IeGaIjv1w4JBzoOrvmf.jpg	eygQI6k3vq0 a9Jg20Ukf4E JIO_BFCf8fU 
74	War of the Worlds	They're already here.	2005-06-28	116	Adventure Thriller Sci-Fi 	Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit.. a strange and powerful lightning storm touches down.	/6Biy7R9LfumYshur3YKhpj56MpB.jpg	/vUOXexpO4oYhB6Z7SYZfQifCKo0.jpg	msxe3yJPfyY TLnQXsKn5-E 
333663	War on Everyone	They have the right to remain violent.	2016-10-07	98	Action Comedy Mystery 	Two corrupt cops in New Mexico set out to blackmail and frame every criminal unfortunate enough to cross their path. Things take a sinister turn.. however.. when they try to intimidate someone who is more dangerous than they are. Or is he?	/rLyYwYLN8Da3dxffO2oUOaxTmFC.jpg	/5DDvBNxfTnxID8wDyvvCeOxDS5m.jpg	YkQgZGNMdv4 rMkZ2frF_YM 
68735	Warcraft	Two worlds. One home.	2016-05-25	123	Action Adventure Fantasy 	The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds.. one army faces destruction and the other faces extinction. From opposing sides.. two heroes are set on a collision course that will decide the fate of their family.. their people.. and their home.	/k3a41SS1q5xmbvzPvzTIfG7GDlp.jpg	/aTGvZ3F8QnAD8cPpJRaaqRRxFK6.jpg	2Rxoz13Bthc RVzb956kdgc 65AjY_nRdqE jak3WXZZlVo 
82654	Warm Bodies	Cold body. Warm heart.	2013-01-31	97	Horror Comedy Romance 	After a zombie becomes involved with the girlfriend of one of his victims.. their romance sets in motion a sequence of events that might transform the entire lifeless world.	/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg	/d2nWERbNIKA9dBDWbRReK0cRBD4.jpg	x3ErWNBX9Rc 
59440	Warrior	Family is Worth Fighting For	2011-09-09	127	Drama Action 	The youngest son of an alcoholic former boxer returns home.. where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged.. older brother.	/di8jDHn7N4JgZQzchgxkSILWF6h.jpg	/t37GC62XDMu0Z4tRd228DHPO9DS.jpg	I5kzcwcQA1Q 
13183	Watchmen	Justice is coming to all of us.  No matter what we do.	2009-03-05	127	Action Mystery Sci-Fi 	In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown.. but after one of the masked veterans is brutally murdered.. an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction.. but in doing so uncover a sinister plot that puts all of humanity in grave danger.	/aZvOkdo203bm1kpcY0A0Tn074ER.jpg	/m1CUfQv0zJjBGiZ1PxOGTW5UV6K.jpg	PVgUZ2NSzBo 
9804	Waterworld	Beyond the horizon lies the secret to a new beginning.	1995-07-28	127	Action Adventure Sci-Fi 	In a futuristic world where the polar ice caps have melted and made Earth a liquid planet.. a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape.. along with her young charge.. Enola.. and sail off aboard his ship.	/4L5wGVYPxiYvi3KTWLGqTDQT7Ey.jpg	/8Rx7J5Rwe58QQa6YrTaQR0lQeS1.jpg	oEp382HIisE PRWlQTrd2OM r4LLyBCz9tw vwASAMAfmAg 
11170	We Are Marshall	From the ashes we rose.	2006-12-12	124	Drama 	When a plane crash claims the lives of members of the Marshall University football team and some of its fans.. the team's new coach and his surviving players try to keep the football program alive.	/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg	/2aY1ZPtn0Nu0yBxdbG1oPtnpER3.jpg	vmH61rvDQxU 
301351	We Are Your Friends	The world is yours.	2015-08-26	96	Drama Music Romance Comedy 	Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey.. spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed.. a charismatic DJ who takes the 23-year-old under his wing. Soon.. his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend.. jeopardizing his new friendship and the future he seems destined to fulfill.	/k8SfiPoh3zUkDpHOT22ATegS2FU.jpg	/fHSPZRiOeohfdyyxclF6vkibMF6.jpg	gZzAeYWXFpk UIs4Xv6Bpys 
74465	We Bought a Zoo	A True Zoo Story	2011-12-08	124	Drama Comedy Family 	Benjamin has lost his wife and.. in a bid to start his life over.. purchases a large house that has a zoo – welcome news for his daughter.. but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff.. but.. the zoo soon runs into financial trouble.	/dcOvIqdsojUdAtWt1nPT9xS76Su.jpg	/aJleIeAQuCCBWRCjWPHCyCKeKSQ.jpg	brbzw0ZJGlI KOFnaljt0tE 
10590	We Were Soldiers	400 U.S paratroopers. 4..000 Vietnamese soldiers. 12..000 miles away from home. 1 man led them into battle.	2002-03-01	127	Action History War 	The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.	/q7clYj45azWgoZjBZnM47qkvWgV.jpg	/98YHKGqgiRSnjkpOvht9DJEhYHe.jpg	HnLHmGzByPA 
138832	We're the Millers	-If anyone asks.	2013-08-07	110	Comedy Crime 	A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.	/1MzHJj89pbDoMjz4XnX5WTPbuEb.jpg	/e4l6Spo6gCyAx9AVuwbkxEtAfEE.jpg	0Vsy5KzsieQ O7NHfAzg7Yg B45XU3v9sPw 
9522	Wedding Crashers	Life's a Party. Crash It.	2005-07-13	119	Comedy Romance 	John and his buddy.. Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally.. they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire.. he discovers what true love – and heartache – feels like.	/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg	/38aZpqLLSbmSlMTVkq7EIO7e1OR.jpg	ZeUSo8voIXM VYrEQbtV2V4 
406990	What Happened to Monday	Seven sisters. One identity.	2017-08-18	123	Sci-Fi Thriller Drama Mystery 	In a world where families are limited to one child due to overpopulation.. a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.	/o6EsOqITcSzcdwD1zxBM9imdxjr.jpg	/6bybkqta31rLR8RAGVjxWguHlYh.jpg	idZPTuwcMJA 
3981	What Women Want	He has the power to hear everything women are thinking. Finally... a man is listening.	2000-12-15	127	Comedy Romance 	Advertising executive Nick Marshall is as cocky as they come.. but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion.. but after an accident enables him to hear women's thoughts.. he puts his newfound talent to work against Darcy.. his new boss.. who seems to be infatuated with him.	/eqkBEMDk1316Yx5wVoabWY07JAi.jpg	/kczQeXxj34UDRdIAwYmkAbgiBC6.jpg	VFwHs7fEUNs 
244786	Whiplash	The road to greatness can take you to the edge.	2014-10-10	107	Drama Music 	Under the direction of a ruthless instructor.. a talented young drummer begins to pursue perfection at any cost.. even his humanity.	/qq8xf2SQqHifUUyc0k6Hj1065f1.jpg	/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg	ZQ_6VUs2VCk Df1xkYYbYrY uOnCSOicJ20 hkk01vIodsU -UZWP7rC7TQ fHAfUSBc0pg 
12153	White Chicks	They're going deep undercover.	2004-06-23	109	Comedy Crime 	Two FBI agent brothers.. Marcus and Kevin Copeland.. accidentally foil a drug bust. As punishment.. they are forced to escort a pair of socialites to the Hamptons.. where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan.. they refuse to go. Left without options.. Marcus and Kevin decide to pose as the sisters.. transforming themselves from African-American men into a pair of blonde.. white women.	/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg	/vbR3iqN12kaRHxjmSYOcbBZmWuw.jpg	aeVkbNka9HM 
