tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
253331	Black or White	There's more to family than what you see.	2014-09-06	121	Drama 	A grieving widower is drawn into a custody battle over his granddaughter.. whom he helped raise her entire life.	/hOxxudUwgh5KGC7LtxDCkkwn1YP.jpg	/oKO59zY6cIcQxsQmssRVCVneNdn.jpg	yqlE-7PP7Ho 
284054	Black Panther	Long live the king.	2018-02-13	127	Action Adventure Fantasy Sci-Fi 	King T'Challa returns home from America to the reclusive.. technologically advanced African nation of Wakanda to serve as his country's new leader. However.. T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings.. T'Challa assumes the Black Panther mantel to join with girlfriend Nakia.. the queen-mother.. his princess-kid sister.. members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent.. to prevent Wakanda from being dragged into a world war.	/uxzzxijgPIY7slzFvMotPv8wjKA.jpg	/6ELJEzQJ3Y45HczvreC3dg0GV5R.jpg	dxWvtMOGAhw xjDjIWPwcPU 3nS_wzicYX4 yH72D12BkzY PJBmeqpw3DY y9fBzUtrKwY HnnRyhuX_jM mSAgLsrZG2Q jJm2WFTscDM sgX_StgXGF0 2GTI0MHj3dM zkWiTLKE0mg u0SBlLWNe5s 
44214	Black Swan	I just want to be perfect.	2010-12-03	108	Drama Thriller Horror 	A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.	/rH19vkjAzCZ0HIUvrgB3rowm68h.jpg	/dve5Q9HhS1bhLHlJSBjX6cLBBEk.jpg	5jaI1XOB-bs 
201088	Blackhat	We are no longer in control.	2015-01-13	127	Crime Thriller Action 	A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.	/6KGxFPcGcyYnN4ct96nmYoabLZ6.jpg	/1u7TuvR5mSUz2xRQhz01i75IwdT.jpg	0CpsXi3atQw -CA95Bzpy7s 8bVH0bWdP3I 
487558	BlacKkKlansman	Infiltrate hate.	2018-07-30	127	Crime Drama History Comedy 	Colorado Springs.. late 1970s. Ron Stallworth.. an African American police officer.. and Flip Zimmerman.. his Jewish colleague.. run an undercover operation to infiltrate the Ku Klux Klan.	/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg	/wKRrldOtg6HVeGqGLls6iT9XO7I.jpg	pFc6I0rgmgY 
78	Blade Runner	Man has made his match... now it's his problem.	1982-06-25	118	Sci-Fi Drama Thriller 	In the smog-choked dystopian Los Angeles of 2019.. blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.	/vfzE3pjE5G7G7kcZWrA3fnbZo7V.jpg	/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg	IbhFZihpGfY wniQj3UIj0E PSIiGE105iA -fu7jN2_2pE cHt0WQjgYvQ eogpIG53Cis W_9rhPDLHWk p6QKpdi2QPA yYIgbuTa13g hadlN0IrXq8 QLJWFKeKJqg AQL9hRRYDIw 
335984	Blade Runner 2049	The key to the future is finally unearthed.	2017-10-04	127	Sci-Fi Drama 	Thirty years after the events of the first film.. a new blade runner.. LAPD Officer K.. unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard.. a former LAPD blade runner who has been missing for 30 years.	/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg	/sAtoMqDVhNDQBc3QJL3RF6hlhGq.jpg	haXvp8M9Cog JUgbntoMyW8 gCcx85zbxz4 BBsjZgu7T2U BFPb308r6u4 dZOaI_Fn5o4 UgsS3nhRRzQ uIyUWdqLnGc 
332979	Bleed for This	This is what the greatest comeback in sports history looks like	2016-11-04	116	Drama 	The inspirational story of World Champion Boxer Vinny Pazienza.. who after a near fatal car crash.. which left him not knowing if he'd ever walk again.. made one of sports most incredible comebacks.	/2mfT0WQ98TVWnSsVStHJEBgQi8p.jpg	/2B4JAslEdMOfoaj2eDTIE3Jx1jP.jpg	0yfWnRKXRac 
1372	Blood Diamond	It will cost you everything.	2006-01-26	127	Drama Thriller Action 	An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone.. these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son.. conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.	/m6rZ3dmqjcTvVNKtqwQ6hxYQ9nk.jpg	/obKCYv66xyqEi0aswy0A9IWHa5f.jpg	YG_a8lw512A 
309886	Blood Father	They left him no choice..	2016-08-11	88	Action Thriller Drama 	An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her.	/kMLwUOGswiDFWwYfjSBtBI36S33.jpg	/4Ww7TbcJigP90dpcazJtOJcsULk.jpg	eGvTRG-iud8 
543917	Bloodline	Inherit your destiny	2019-09-20	95	Thriller Crime 	Evan values family above all else.. and anyone who gets between him.. his wife.. and newborn son learns that the hard way. But when it comes to violent tendencies.. it seems the apple doesn’t fall far from the tree.	/u9UfbDVilnhT3fa82aTFs3O0TsA.jpg	/zhgCIl1IdmISwPMAbRKLLLw2Qqb.jpg	cvxlMNI_lpk 
4133	Blow	Based on a True Story.	2001-04-04	124	Crime Drama 	A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him.. and his friend Tuna.. in the 1960's.. suggests that he deal marijuana. He is a big hit in California in the 1960's.. yet he goes to jail.. where he finds out about the wonders of cocaine. As a result.. when released.. he gets rich by bringing cocaine to America. However.. he soon pays the price.	/ii4sylRdQnLFPMCLhaER7vb0J6N.jpg	/7X1fclm6dCGCE5tWWrBHK9lZuVZ.jpg	ifJAMHTa1Zc 
12113	Body of Lies	Trust no one. Deceive everyone.	2008-10-10	127	Action Drama Thriller 	The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground.. moving from place to place.. scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman.. strategizing events from thousands of miles away. And as Ferris nears the target.. he discovers trust can be just as dangerous as it is necessary for survival.	/igVG6AP1mI4mpiUlKH5ulJGMrDD.jpg	/iViUI5bTnYkgQ9ty1CXQ8J4obby.jpg	32dchLiEEVg 1ejuhWeqaZA 
424694	Bohemian Rhapsody	Fearless lives forever	2018-10-24	127	Drama Music 	Singer Freddie Mercury.. guitarist Brian May.. drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control.. Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.	/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg	/93xA62uLd5CwMOAs37eQ7vPc1iV.jpg	HlRd9Zy25zo 6S9c5nnDd_s mP0VHJYFOAU l3iIJu08t-Y NWFG0M-7QJo 7954xNZcRUI 27zlBpzdOZg 
13053	Bolt	Fully Awesome. Ridonculous. Let It Begin.	2008-11-21	98	Animation Family Adventure Comedy 	Bolt is the star of the biggest show in Hollywood. The only problem is.. he thinks it's real. After he's accidentally shipped to New York City and separated from Penny.. his beloved co-star and owner.. Bolt must harness all his "super powers" to find a way home.	/z9VHoUcZ1GiH3f3qYz7Me7Zc1Fd.jpg	/2ThgE6Z96QLpeIsSfMGMKYGq3Ad.jpg	T_yzxWNEOu8 
294963	Bone Tomahawk	May the Lord have mercy and grant you a swift death	2015-10-23	127	Horror Western 	During a shootout in a saloon.. Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse.	/cEvYuXA10XrpUwnzbkjb5IByTQM.jpg	/sv8bZA24wSKbhJ9Eyv0zq3C2oAZ.jpg	0ZbwtHi-KSE 
4995	Boogie Nights	The life of a dreamer.. the days of a business.. and the nights in between.	1997-10-07	127	Drama 	Set in 1977.. back when sex was safe.. pleasure was a business and business was booming.. idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams.. a hot young talent working as a busboy in a nightclub.. and welcomes him into the extended family of movie-makers.. misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric.. and soon the whole world seems to know his porn alter ego.. "Dirk Diggler". Now.. when disco and drugs are in vogue.. fashion is in flux and the party never seems to stop.. Adams' dreams of turning sex into stardom are about to collide with cold.. hard reality.	/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg	/uC54rlRdLMZ46fnrz5SoVYleNyv.jpg	QzmUsgJE4DY 
397538	Borg vs McEnroe	Some stars shine forever	2017-09-06	108	Drama History 	The Swedish Björn Borg and the American John McEnroe.. the best tennis players in the world.. maintain a legendary duel during the 1980 Wimbledon tournament.	/9jdg8VxleYb1DhPiEfHM7DzfvGw.jpg	/mO0bfagNOjRSlqhXiarqGdeLz2J.jpg	RTfD1_-lEMg S1S4mWgbhIk 
85350	Boyhood	12 years in the making.	2014-06-05	127	Drama 	The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years.. from first grade at age 6 through 12th grade at age 17-18.. and examines his relationship with his parents as he grows.	/1rlqd3j5UC4r1TF3UmcKupMyuxR.jpg	/blcsOuW1zwAkjDBO05Cvq0A89q.jpg	oNC3NYWh1vI 
62177	Brave	Change your fate.	2012-06-21	93	Animation Adventure Comedy Family Action Fantasy 	Brave is set in the mystical Scottish Highlands.. where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer.. Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right.. Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin.. the surly Lord Macintosh.. and the disagreeable Lord Dingwall.	/fg57nIBn2xQw8JZKIX6AzMa3pEp.jpg	/qx9ts2hBYJrkIQxhryitxnLlm2u.jpg	TEHWDA_6e3M a0rQ6FSALmY FirLInrNLno eEqhj05_v1Q L1s4duNiWak 
197	Braveheart	Every man dies. Not every man truly lives.	1995-05-24	127	Action Drama History War 	Enraged at the slaughter of Murron.. his new bride and childhood love.. Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and.. eventually.. the entire country to rise up against English rule.	/or1gBugydmjToAEq7OZY0owwFk.jpg	/xRooZvuQPIc1zdIZqJM1oYT67HD.jpg	nMft5QDOHek WtO3CsleMDg 
497814	Breaking In	Payback is a mother.	2018-05-05	88	Thriller Crime Action Horror 	Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded.. high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape.. Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.	/60WQEFuSxb1K7q44ypDhknkscOm.jpg	/aEitmeLoFACS2hUEJSo1cDyWosn.jpg	DsDVOt3M7OM SsL5AcXS4uA 
296098	Bridge of Spies	In the shadow of war.. one man showed the world what we stood for.	2015-10-15	127	Thriller Drama 	During the Cold War.. the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison.. Powers' only hope is New York lawyer James Donovan.. recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin.. hoping to win the young man's freedom through a prisoner exchange. If all goes well.. the Russians would get Rudolf Abel.. the convicted spy who Donovan defended in court.	/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg	/1umAQ4S1HeqEdgnxfAIHkjREj6C.jpg	2-2x3r1m2I4 05y-uHUJtkk Uw4wtObPv4k vn2nCuzTd4w 
1265	Bridge to Terabithia	Close your eyes.. but keep your mind wide open.	2007-02-16	96	Adventure Drama Family 	Jesse Aarons trained all summer to become the fastest runner in school.. so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences.. including that she's rich.. he's poor.. and she's a city girl.. he's a country boy.. the two become fast friends. Together.. they create Terabithia.. a land of monsters.. trolls.. ogres.. and giants and rule as king and queen.	/3xFxGodKPMFLheS8rujFSmLfcq4.jpg	/i7dNjg7FcUEGP45l5irtPw01eTJ.jpg	1OZTV7Zu2bo 
400106	Bright	I think we might be in a Prophecy.	2017-12-22	117	Action Crime Fantasy 	In an alternate present-day where magical creatures live among us.. two L.A. cops become embroiled in a prophesied turf battle.	/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg	/X8ExoREJv55ePIWRUqUrQXbLAN.jpg	2SRM1WpVEY4 6EZCBSsBxko VqzK1kbx0NA MUY3GVByRUs 
142	Brokeback Mountain	Love is a force of nature.	2005-09-10	127	Drama Romance 	Two modern-day cowboys meet on a shepherding job in the summer of '63.. the two share a raw and powerful summer together that turns into a lifelong relationship conflicting with the lives they are supposed to live.	/1A2EU80gL5KXXjjcUZZt8UI4Zot.jpg	/wbKAPK8348GG5OjgJK0ZOPp0fwN.jpg	sCytaMge7bY 
98357	Broken City	Proof Can Be a Powerful Weapon.	2013-01-18	109	Thriller Crime Drama 	In a broken city rife with injustice.. ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure.. the mayor. Billy's relentless pursuit of justice.. matched only by his streetwise toughness.. makes him an unstoppable force - and the mayor's worst nightmare.	/hqa5FwNZC55zqSpdeGFtBDqw55y.jpg	/eOGn9qEMLVWa3Qnf67TpfRB2oGA.jpg	KaD6Ve4FDLA PDN6nD6b284 JIamCmNysss eELC-vglUc8 
26390	Brooklyn's Finest	This is War. This is Brooklyn.	2009-01-16	127	Crime Drama Thriller 	Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.	/hkZ90APD0s8QLqUxJoaAeatLMhO.jpg	/l2QlhHlggJEaPdgkfpTt0IA2mHT.jpg	7XfcwkjnknI 
6312	Brother of the Wolf	The year is 1766... The hunt for a killer has begun	2001-01-31	127	Adventure Horror Action History 	In 18th century France.. the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.	/xmcysdKsfTkr4QBmA2X28D7vS3F.jpg	/sQmoFNa3TlHEvZhxED3gcDBROGr.jpg	bSjvrlDxlaQ 
7445	Brothers	There are two sides to every family.	2009-01-27	104	Drama Thriller War 	When his helicopter goes down during his fourth tour of duty in Afghanistan.. Marine Sam Cahill is presumed dead. Back home.. brother Tommy  steps in to look over Sam’s wife.. Grace.. and two children. Sam’s surprise homecoming triggers domestic mayhem.	/hz0zV7n93DhXHaelu7s2cOAZAiR.jpg	/4olNFXmcXOvccVfhk0S2PubqkiK.jpg	kJtEUfSAfOk 
424783	Bumblebee	Every Hero Has a Beginning	2018-12-15	114	Action Adventure Sci-Fi 	On the run in the year 1987.. Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie.. on the cusp of turning 18 and trying to find her place in the world.. discovers Bumblebee.. battle-scarred and broken.  When Charlie revives him.. she quickly learns this is no ordinary yellow VW bug.	/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg	/hMANgfPHR1tRObNp2oPiOi9mMlz.jpg	fAIX12F6958 8ejjFwG64kM lcwmDAYt22k U6COZc7BD4Q icYK8EEXbp4 
4944	Burn After Reading	Intelligence is relative.	2008-09-05	96	Comedy Drama 	When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees.. Linda and Chad.. they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably.. events whirl out of control for the duo.. and those in their orbit.	/eQfTetzb4DMoI4YnPEcNoUQD63U.jpg	/w2O9nM7dckWaUqmCbiWZSBHStpi.jpg	SVCHSiRWjJM cnM-v3p1vvw 
295964	Burnt	Never underestimate a man with everything to lose.	2015-10-02	100	Drama Comedy 	Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London.. determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.	/iptu4zfvbeULkeuoVkTl2mOqTPS.jpg	/tO1zS3WdjjpGGdUO6q3gRYy3Got.jpg	QsyzkkI_g14 
367147	Buster's Mal Heart	The Inversion is Coming	2017-04-28	96	Mystery Drama 	An eccentric mountain man on the run from the local sheriff recalls the mysterious events that brought him to his present fugitive state.	/3FHmgpH9K8wNP1bWJM2U6lfkHHt.jpg	/xGbcYt0nBWW7Jp8ujKV841sh96t.jpg	nxKOMAfZjgM 
398818	Call Me by Your Name	Is it better to speak or die?	2017-09-01	127	Romance Drama 	In 1980s Italy.. a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.	/tcNniniS4rfqrLH0oORikJfnIwY.jpg	/hrMbAi9fPTmc6EtpyyAgDKznptu.jpg	QkJ5H_LnRTY qCbTlUXlESU Z9AYPxH5NTM 
271110	Captain America: Civil War	Divided We Fall	2016-04-27	127	Adventure Action Sci-Fi 	Following the events of Age of Ultron.. the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers.. causing two factions to side with Iron Man or Captain America.. which causes an epic battle between former allies.	/A6BCtWOv5R1X6DmklAuSM6OxnL9.jpg	/7FWlcZq3r6525LWOcvO9kNWurN1.jpg	43NWzay3W4s dKrVegVI0Us bPNBKT6JLSU 
1771	Captain America: The First Avenger	When patriots become heroes	2011-07-22	124	Action Adventure Sci-Fi 	During World War II.. Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry.. and the leader of an organization that intends to use a mysterious device of untold powers for world domination.	/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg	/iQh64TQiPoTK3yZ3duC3y0tKgy3.jpg	jX-dpQAginE JerVrbLldXw W4DlMggBPvc 
100402	Captain America: The Winter Soldier	In heroes we trust.	2014-03-20	127	Action Adventure Sci-Fi 	After the cataclysmic events in New York with The Avengers.. Steve Rogers.. aka Captain America is living quietly in Washington.. D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack.. Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow.. Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed.. Captain America and the Black Widow enlist the help of a new ally.. the Falcon. However.. they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.	/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg	/yHB0eNR8rvCpn0VdghEwBsXAC0N.jpg	tbayiPxkUMM 7SlILk2WMTI 
334533	Captain Fantastic	He Prepared Them for Everything Except the Outside World.	2016-07-02	119	Adventure Comedy Drama 	A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.	/2sFME73GaD8UsUxPUKe60cPdLif.jpg	/ih1FznmPAcTdsilPJvQXAWydNK9.jpg	w5jeBvjcJe4 
299537	Captain Marvel	Higher. Further. Faster.	2019-03-06	124	Action Adventure Sci-Fi 	The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s.. Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.	/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg	/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg	Z1BCujX3pw8 0LHxvxdRnYc Y_JGZTlUbZg FKeoL0F0mfg GX33bIOA5aA FHFhDl2UgZQ Lf2JIPI8pQU NCoPycawxUk mbyd2kvRPnw YgmoPkJhb0c r71QYP5n-w8 lkJKyRjsuck S1xIsfnHcxc Y2dihsI9cEQ CC4-o0isLzk L7Kp-KDIFRI YDncY_kxsII IwOW3WyV3wM beniCXIdnTQ u33gH7tEwHs Qgac1Ni8rZw PJSnd_cCGd0 RuKGIhQj6VU jxFJ9h3bv9A eh_qPcQoFK0 
429471	Captive State	This is no longer our planet	2019-03-15	110	Sci-Fi 	Nearly a decade after occupation by an extraterrestrial force.. the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years.. increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.	/cVo7lylXAUDGuvDZBUYaP8Zjbku.jpg	/6IZ84KFhNpy6htsJmwFVuK30pyp.jpg	uwZEdpe3N9g i68xCzI406A 
920	Cars	Ahhh... it's got that new movie smell.	2006-06-08	117	Animation Adventure Comedy Family 	Lightning McQueen.. a hotshot rookie race car driven to succeed.. discovers that life is about the journey.. not the finish line.. when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros.. McQueen gets to know the town's offbeat characters.	/qa6HCwP4Z15l3hpsASz3auugEW6.jpg	/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg	SbXIj2T-_uk 
49013	Cars 2	Ka-ciao!	2011-06-11	106	Animation Family Adventure Comedy 	Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.	/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg	/jTx4XlVsLJkDwbEQkFYwpApD556.jpg	oFTfAdauCOo MGHwlExcaqU lg5hj2c5Nkk yByJbhSwLoo zGeLIDJ9zEk LAmOI2MSW20 
260514	Cars 3	It's not over until lightning strikes.	2017-06-15	102	Adventure Animation Comedy Family 	Blindsided by a new generation of blazing-fast racers.. the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game.. he will need the help of an eager young race technician with her own plan to win.. inspiration from the late Fabulous Hudson Hornet.. and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!	/fyy1nDC8wm553FCiBDojkJmKLCs.jpg	/rND0GSv8X2Zzs7VhyFAs9BCEmYE.jpg	E4K7JgPJ8-s 2LeOH9AGJQM ZuaseSovWDY 
524	Casino	No one stays at the top forever.	1995-11-22	127	Crime 	In early-1970s Las Vegas.. low-level mobster Sam "Ace" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first.. he's a great success in the job.. but over the years.. problems with his loose-cannon enforcer Nicky Santoro.. his ex-hustler wife Ginger.. her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.	/4TS5O1IP42bY2BvgMxL156EENy.jpg	/pLR2O3dmA9xkCiPA26U7ErCUYSi.jpg	EJXDMwGWhoA 
36557	Casino Royale	Everyone has a past. Every legend has a beginning.	2006-11-14	127	Adventure Action Thriller 	Le Chiffre.. a banker to the world's terrorists.. is scheduled to participate in a high-stakes poker game in Montenegro.. where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter.. Bond enters the most important poker game in his already dangerous career.	/ta2BX3THwYXytWuVVozaT0NsMM8.jpg	/7IDwdmICNVJjbWcYWxtwHgtZ6qS.jpg	36mnx8dBbGE xGEJwJ32oBs mbZXAyw_fK0 
8358	Cast Away	At the edge of the world.. his journey begins.	2000-12-22	127	Adventure Drama 	Chuck Nolan.. a top international manager for FedEx.. and Kelly.. a Ph.D. student.. are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor.. and finds himself marooned on a desolate island. With no way to escape.. Chuck must find ways to survive in his new home.	/epQDVKTf0tol6LhGGY5iYxpw1ne.jpg	/ioqaIhJSkwa9DGRHGtOOUTiGRs2.jpg	yY9Nm4RF-K0 4olwbrY2kwE 
640	Catch Me If You Can	The true story of a real fake.	2002-12-25	127	Drama Crime 	A true story about Frank Abagnale Jr. who.. before his 19th birthday.. successfully conned millions of dollars worth of checks as a Pan Am pilot.. doctor.. and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture.. he revels in the pursuit.	/yQf9Renwkpo0fIwbvspVTydw9jX.jpg	/uhOCsgXx5Q8pLJh2SUI1KNwk2hq.jpg	71rDQ7z4eFg 
198184	Chappie	I am consciousness. I am alive. I am Chappie.	2015-03-04	120	Crime Action Sci-Fi 	Every child comes into the world full of promise.. and none more so than Chappie: he is gifted.. special.. a prodigy. Like any child.. Chappie will come under the influence of his surroundings—some good.. some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.	/18IydtBgq8aJZpbP6NxCAGjHhae.jpg	/qX5T5GVAcq2UKaaiAx5SZp1AtlY.jpg	HhNshgSYF_M lyy7y0QOK-0 KLkRbCRWDMQ 
41602	Charlie Countryman	The only way to save the one you love.. is to die.	2013-02-09	108	Action Comedy Drama Romance Thriller 	While traveling abroad.. a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent.. charismatic ex.	/7BbrgKfnRfEFIePqdRcWzuHs3KI.jpg	/xX5TEfU4RsIe6drTGh5dtGnV83w.jpg	YKzWBjENRwc 
37950	Charlie St. Cloud	Life is for living.	2010-05-01	99	Drama Romance 	Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam.. as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly.. Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good.. Charlie discovers the soul most worth saving is his own.	/1BNEw9dZJA9bK3bSaAF3OFqDfjT.jpg	/ey54S0hZ6sVkODwkb7v4yw5Ptdk.jpg	MzgOvvMi8Lg 
4327	Charlie's Angels	Get Some Action	2000-11-02	98	Action Adventure Comedy Crime Thriller 	Three women.. detectives with a mysterious boss.. retrieve stolen voice-ID software.. using martial arts.. tech skills.. and sex appeal.	/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg	/8oWWicaLJSj2saV2DjyEJdT1YHn.jpg	RFuZhw5b1KA 
82684	Chasing Mavericks	Legends Start Somewhere	2012-10-25	117	Drama 	Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.	/xkOJTZjfHStRUYwke0fuAxWqYVB.jpg	/4Ql4vtZVk8OyCZ761gSQ23UrpsO.jpg	6pwnwnzk8L8 
8881	Che: Part One	The revolution made him a legend.	2008-09-05	127	Drama History War 	The Argentine.. begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years.. they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.	/xRcKcFX9KUkSWpIgmdCt4hcMTDD.jpg	/dPM3N2chGIQSk5Um9pQb6ebldZT.jpg	fqTw2dtVQzw 
8880	Che: Part Two	A revolutionary life.	2009-01-24	127	Drama History War 	After the Cuban Revolution.. Che is at the height of his fame and power. Then he disappears.. re-emerging incognito in Bolivia.. where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story.. we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world.	/t9nH3bZf0Ezs2jwk0bTkvRr89Ao.jpg	/2LTgvTLuGojvDVewmkzz3yZ42IL.jpg	O7JIkJDxbzU 
9693	Children of Men	The future's a thing of the past.	2006-09-22	109	Drama Action Thriller Sci-Fi 	In 2027.. in a chaotic world in which humans can no longer procreate.. a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.. where her child's birth may help scientists save the future of humankind.	/6GnBsOIi1t4aGuLh3NF9TfU8u37.jpg	/1AYIMxXGZAEmt51sWxiQVSkCOok.jpg	3CdJYhtjEns 
